1	1	1	0	Пар	\N
1	1	2	0	\N	500000.0000000
1	1	3	0	\N	50.0000000
1	1	4	0	\N	20.0000000
1	2	5	1	\N	1.0000000
1	2	5	2	\N	4.0000000
1	2	5	3	\N	7.0000000
1	2	6	1	\N	2.0000000
1	2	6	2	\N	5.0000000
1	2	6	3	\N	8.0000000
1	2	7	1	\N	45.0000000
1	2	7	2	\N	40.0000000
1	2	7	3	\N	35.0000000
1	2	8	1	\N	5.0000000
1	2	8	2	\N	10.0000000
1	2	8	3	\N	15.0000000
1	3	9	0	\N	10.0000000
1	3	10	0	\N	2.0000000
1	4	1	0	Пар	\N
1	4	2	0	\N	500000.0000000
1	4	3	0	\N	50.0000000
1	4	4	0	\N	20.0000000
1	5	5	1	\N	1.0000000
1	5	5	2	\N	4.0000000
1	5	5	3	\N	7.0000000
1	5	6	1	\N	2.0000000
1	5	6	2	\N	5.0000000
1	5	6	3	\N	8.0000000
1	5	7	1	\N	45.0000000
1	5	7	2	\N	40.0000000
1	5	7	3	\N	35.0000000
1	5	8	1	\N	5.0000000
1	5	8	2	\N	10.0000000
1	5	8	3	\N	15.0000000
1	6	9	0	\N	10.0000000
1	6	10	0	\N	2.0000000
